Cleaned_Comment,Predicted_Sentiment
love european leader think condemning invasion ukraine kind monumentous achievement actuality little,1.0
liked channel unfortunately cover topic completely nato one reason russia like western medium resource showed russia aggressor current conflict without explaining reason russia decided understand position since everyone right speak badly russia hoping could show independent point view make argument russian side,1.0
one gut like putin real legend,1.0
nato immediately stop,1.0
watch russia invading ukraine reallifelore channel detailed explanation invasion reason much specific,1.0
really confused wrong point iam confused hope someone clear confusion nato really promise expanding anymore russian border every video see always russia main point nato broke promise continue expanding country directly border russia one right nato really promise sorry im sound inhumane russia reason justified nato truly promise beside think neutral county nato russia one expanding neutral area seen aggression basically nato remind im wrong doesnt seem everytime u interfere nation problem situation actually became worse medium saying one thing say common different point since medium reach different conclusion doesnt mean something hiding one havent research yet im asking country join nato get military supply u country sort nuclear supply iam sorry im sound inhumane russia action actually justified mean think people walking around street front house gun dont power youre likely alert power likely directly confront right honest cant tell one right sorry offend find comment wrong immediately without actually explain question one follow hype believe everything medium say trying find truth,1.0
west started war youre justifying thats take video lol,1.0
well done surprising coming vox thing missed ukraine current president arrested political opponent disbanded medium critical protest ousted last president seemingly brought clandestine u operation think careful believe world war line,1.0
probably watch reallifelores videoexplanation actually good,1.0
video didnt even touch biggest reason war oil much better video youtube explained detail reallifelore already view,1.0
putin mental problem need med,1.0
vox get fact right stuff said falsen,1.0
whoever documentary lying putting fact across board ask russia sits military base mexico usa sleep happened cuba usa interested cuba cuba still paying till today negotiated nato wont advance east thats exactly nato nato west decide invade libya course libya sovereign nation right double standard issue simple innocent people caught cross fire let use medium say putin russia dont reason america briton lied world went iraq selfish gain year later admitted lied fact werent yet still went,1.0
u real enemy,1.0
war wrong way justify inhumane every possible way vox missing though u helped overthrow previous pro russian government order install pro nato one hit putin nerve also vox missing end cold war u promised russia expand reach nato several time putin say long overdue action two event leading war ukraine wrong terrible get putin he russia v ukraine ukraine another territorial proxy war u nato v russia old old u time using misinformation informational warfare putin us military force,1.0
forgot mention oil deposit discovered ukraine crimea donbas donetsk luhansk region could put direct competition russia petro industry also one reason russia invading ukraine pose threat earnings ukraine develops oilgas industry,1.0
world sleeping nato along america destroying syria iraq lebnon iran aghanistan killing million innocent people russia right thing security country wouldve done,1.0
say putin want redraw map wasnt brought u military basis eastern europe russian border refusing three time offer create common military alliance russia,1.0
greece stand side ukraine,1.0
state department write script,1.0
