Comment,Like,Dislike
Stop calling it PUTIN'S war. It's RUSSIA'S war. Russians support Putin and are the only ones that can stop him. It's their fault too.,0,0
"It's not the second largest war after WW2! Get your informations rights and remember the war in Bosnia and Hercegovina between 1992-1995.

And of course, SLAVA UKRAINI!",1,0
Oil price is through the roof. America needs to stop funding russia and become energy independent,1,0
"The other reason, not mentioned here is: natural gas. Ukraine has discovered new sources on their territory. As russia gets a lot of money from gas and petrol exports, that made the Ukraine even more a risk to Russia.",1,0
Guysss let's go with full scale war guysss. I want to use m4 x6,0,0
Booo Putin!!!,1,0
"Why don't you talk about people from Lugansk and Donetsk? Ukrainians killed a lot of people there because they didn't want to accept their separation. 
For 8 years people living in Lugansk and Donetsk have been suffering. Putin is kind of in fault too. But he didn't want US to set its military base on the borderline of Russia",2,0
So sad. 🙏 for Ukraine 🇺🇦,3,0
"Essentially, Russia inherited the Soviet problem of  only having hard (military) power and little soft power (economic or otherwise).",729,0
"This relationship between the East and West has f***ed up the Balkans. And now they be like no no, you go wait do 10 more years of reforms and get rid of the plague. F*** that!",1,0
"the worse yet to come,we not even see the real force of this leader ego...",0,0
The equation is simplistic - Putin is protecting his nation. All nato needs to do is move back the military buildup on the east front in Europe but instead they reinforced it . You need to be balanced in your assessments . The USA would do the same as Putin in the same situation,0,0
8:32 That image is absolutely heartbreaking,2,0
so you're saying that Russia is justified for their attack on Ukraine???? no thats not right!! i don't care if Russia is in the right we need this to stop!!! just stop the killing and lets talk!!,0,0
Amazing information ...tysm,0,0
ك,0,0
Oh my god what apocracy from especially from American presidents who invaded other countries willy-nilly,0,0
Hostile state,0,0
The explained not much explained,0,0
I am from India🇮🇳 from think school🎒📚,1,0
I👌 am from India🇮🇳,1,0
Slava Ukrajine!,0,0
So what you're saying is that the Western allies provoked Russia,0,0
Lies.,1,0
"can putin pls tell why he HAS to do this? I don't understand- isn't every problem's solution, and mentally heathy & beneficial solution for all sides has nothing to do with others getting forced out of their will and threats, and their life, and safety?",0,0
"If remove Jews from Ukraine, Ukraine people and Russian not a difference.",1,0
"If Putin is concerned about NATO, he should pile up his armaments on the border instead of killing innocent lives. This war is senseless.",1,0
Why didn’t you mention the contract of Nato and Russia where NATO agreed they will not expand to other countries.,0,0
Kad Zapadnjaci pričaju o istoriji oni samo seru i lažu...da me izvinite na izrazu.,0,0
wake up PEOPLE,0,0
"European colonization destroyed and looted many countries, now they are suffering for they had done. Racism is still thing in West and in Ukraine border black and Asian are the victims of it",1,0
"You see they had co chose give some territory that wanna be Russia anyway= and probably gonna get taken anyway. and stay neutral, or get complete country destroyed and dead army and civilians, for any good leader this its not even a question",0,0
Patton should've just kept rolling east.,0,0
"Vox, remember Belgrad",0,0
"NATO is taking over some of the previous countries and moving their border closure to Ukraine and USA wants nothing but to take out over the world by building 1000 military around the world, what russia wants is stability within their country and if Ukraine becomes a member of NATO it will create unstability in russia.",0,0
The West and Europe will Choke the Russians till its people rise up and remove the Dictator from power.,0,0
how did it end???,0,0
Double standards at its finest,0,0
Can anyone name a country where the leader is not corrupt?,0,0
"this is honestly so sad with covid and stuff we already got lots on our hands right now, many people are already suffering and now war?!",0,0
no one here will talk about what's really at hand?,1,0
"Even as a Pole, I consider oversimplifying Ukraine's history like Vox did here, assultig. Ukrainian history reaches far beyond the Russian Empire. In fact, Kiev was established decades before Moscow. And Ukraine - in contrast to Russia - has been in Western sphere of influence for decades and it's proven by many historic facts. Being part Great Dutchy of Lithuania and later Polish-Lithuanian Commonwealth just to name a few.",194,0
The world leaders need to stop talking and do something. People are dying.,1,0
Ukraine putin property,0,0
How many sovereign countries did America invade?,1,0
"Every one has a right to protect it self
So dose Russia",0,0
It is clearly the nato fault. And somehow Russia is the villain of the story.,0,0
"The biggest concern is if Russia loses this war on Ukraine, then Putin will either have to go into hiding, or be arrested.  I personally think Russia is getting ready to call off his military invasion to save himself and Russia from further consequences.",0,0
"UKRAINE is VERY corrupt..
FACT..
PROVE me wrong..
I wait",0,0
this feels so weird that there is a people that really whant this war and it is really happening,1,0
"Well turns out, PUTIN alone is not responsible for war, NATO is equally responsible",2,0
No wonder war sparked,0,0
You didn't say anything about why Russia is preventing Ukraine from NATO .... U don't mention the safety of Russia,0,0
"Did not expect this from Vox a very one sided video. 
No wonder people are leaving Vox",1,0
"NATO perpetrated war crimes in Iraq, Libya, Syria, Afghanistan, Vietnam, Somalia, Yemen, Lebanon, Nicaragua etc
If you think Russia is the problem, you've obviously failed history class.
Our own African country Libya was bombed to stone age, our leader was martyred and our loved ones died —are our lives not important?
If Russia isn't a nuclear power country with a formidable military and firepower, do you think the US and EU wouldn't have used their NATO coalition forces to invade, bomb and destroy Russia and assassinate President Vladimir Putin by now?
WESTERN MEDIA ARE LYING!!!
I believe that Ukraine has been hoodwinked by the West before its proposal to join NATO. The West had plans to use Ukraine as a chess piece to undermine and harass Russia. As long as Russia do nothing and the war becomes protracted, Russia will be slowly dragged down by economic sanctions, and then the next target will be China.",0,0
